county,cases,deaths,lat,lon
Candler,4 ,0 ,32.3937981,-82.0966585
Chattooga,4 ,1 ,34.4742654,-85.3830821
Gilmer,4 ,0 ,34.6879469,-84.5081626
Jefferson,4 ,1 ,32.997925,-82.433388
Quitman,4 ,0 ,31.8730242,-85.0437054
Stewart,4 ,0 ,32.0439972,-84.8137031
Walker,4 ,0 ,34.7120415,-85.3161595
Chattahoochee,3 ,0 ,32.3778761,-84.9477857
Clinch,3 ,0 ,31.0413982,-82.770748
Crawford,3 ,0 ,32.7197317,-84.0190168
Elbert,3 ,0 ,34.103443,-82.9103666
Franklin,3 ,0 ,34.3757117,-83.2478296
Hart,3 ,0 ,34.3556591,-82.996122
Heard,3 ,1 ,33.2791778,-85.1161361
Mcintosh,3 ,0 ,31.5333111,-81.4445574
Tattnall,3 ,0 ,32.0655552,-82.2023614
Wayne,3 ,0 ,31.5594704,-81.9758095
Webster,3 ,0 ,32.1463907,-82.7966186
Charlton,2 ,0 ,30.7152281,-82.4366806
Dade,2 ,1 ,34.8756058,-85.5463536
Echols,2 ,0 ,30.7421557,-82.9272262
Towns,2 ,0 ,34.9181473,-83.7336489
Twiggs,2 ,0 ,32.6867147,-83.3595676
Wheeler,2 ,0 ,32.1463907,-82.7966186
Bleckley,1 ,0 ,32.4450373,-83.3216414
Hancock,1 ,0 ,33.2769957,-82.9894837
Jeff Davis,1 ,0 ,31.8121297,-82.6602823
Long,1 ,0 ,31.7764678,-82.0169041
Treutlen,1 ,0 ,32.3735458,-82.6063247
Unknown,951 ,8 ,,
*Based on patient county of residence when known,,,,
